,SVid,ContellationType,TDoA_[ms],Pseudoranges_[m]
1783,8,1,74.018,22189981
1784,9,1,72.427,21712974
1785,11,1,81.766,24512856
1786,13,1,82.781,24817061
1787,23,1,78.765,23613275
1788,27,1,80.18,24037219
1789,28,1,72.38,21698950
1790,30,1,70.695,21193740
1791,2,6,94.014,28184542
1792,3,6,83.382,24997165
1793,5,6,79.471,23824929
1794,9,6,82.694,24790898
1795,12,6,87.376,26194688
1796,24,6,73.874,22146854
1797,25,6,81.181,24337576
1798,31,6,92.125,27618442
1799,6,3,594018066.107,178082136134577
1800,18,3,594018077.156,178082139446944
1801,9,3,594018077.273,178082139482123
1802,16,3,594018066.265,178082136182124
1803,15,3,594018071.998,178082137900792
1804,5,3,594018071.562,178082137769982
1805,17,3,594018074.84,178082138752688
1806,7,3,594018075.337,178082138901630
1807,4,1,81.144,24326508
1808,5,1,78.36,23491828
1809,7,1,69.475,20828219
1810,8,1,74.018,22190078
1811,9,1,72.428,21713476
1812,11,1,81.765,24512416
1813,13,1,82.779,24816437
1814,23,1,78.768,23613938
1815,27,1,80.181,24037677
1816,28,1,72.378,21698524
1817,30,1,70.694,21193465
1818,2,6,94.012,28184103
1819,3,6,83.381,24996875
1820,5,6,79.472,23825171
1821,9,6,82.695,24791462
1822,12,6,87.375,26194270
1823,24,6,73.875,22147075
1824,25,6,81.181,24337370
1825,31,6,92.127,27618891
1826,6,3,594018066.107,178082136134590
1827,18,3,594018077.154,178082139446288
1828,9,3,594018077.271,178082139481623
1829,16,3,594018066.265,178082136182096
1830,15,3,594018072.0,178082137901360
1831,5,3,594018071.565,178082137770759
1832,17,3,594018074.839,178082138752476
1833,7,3,594018075.335,178082138900991
1834,4,1,81.147,24327217
1835,5,1,78.36,23491880
1836,7,1,69.475,20828216
1837,8,1,74.019,22190211
1838,9,1,72.43,21714004
1839,11,1,81.763,24511975
1840,13,1,82.776,24815763
1841,23,1,78.77,23614583
1842,27,1,80.183,24038128
1843,28,1,72.377,21698108
1844,30,1,70.693,21193196
1845,2,6,94.011,28183664
1846,3,6,83.38,24996584
1847,5,6,79.473,23825404
1848,9,6,82.697,24792034
1849,24,6,73.875,22147297
1850,25,6,81.18,24337173
1851,31,6,92.128,27619346
1852,6,3,594018066.107,178082136134597
1853,18,3,594018077.151,178082139445609
1854,9,3,594018077.27,178082139481137
1855,16,3,594018066.266,178082136182152
1856,15,3,594018072.002,178082137901836
1857,5,3,594018071.567,178082137771548
1858,17,3,594018074.838,178082138752251
1859,7,3,594018075.332,178082138900338
1860,4,1,81.149,24327892
1861,5,1,78.361,23491927
1862,7,1,69.475,20828224
1863,8,1,74.019,22190332
1864,9,1,72.432,21714514
1865,11,1,81.762,24511535
1866,13,1,82.774,24815091
1867,23,1,78.772,23615246
1868,27,1,80.184,24038597
1869,28,1,72.376,21697682
1870,30,1,70.692,21192927
1871,2,6,94.009,28183223
1872,3,6,83.379,24996294
1873,5,6,79.474,23825647
1874,9,6,82.699,24792605
1875,24,6,73.876,22147586
1876,25,6,81.179,24336979
1877,31,6,92.13,27619796
1878,6,3,594018066.107,178082136134619
1879,18,3,594018077.149,178082139444941
1880,9,3,594018077.268,178082139480639
1881,16,3,594018066.266,178082136182142
1882,15,3,594018072.003,178082137902325
1883,5,3,594018071.57,178082137772284
1884,17,3,594018074.838,178082138752016
1885,7,3,594018075.33,178082138899674
1886,4,1,81.151,24328562
1887,5,1,78.361,23491980
1888,7,1,69.475,20828201
1889,8,1,74.019,22190458
1890,9,1,72.434,21715039
1891,11,1,81.76,24511094
1892,13,1,82.772,24814449
1893,23,1,78.774,23615901
1894,27,1,80.186,24039052
1895,28,1,72.374,21697265
1896,30,1,70.691,21192652
1897,2,6,94.008,28182780
1898,3,6,83.378,24996005
1899,5,6,79.475,23825892
1900,9,6,82.701,24793172
1901,24,6,73.877,22147819
1902,25,6,81.179,24336776
1903,31,6,92.131,27620251
1904,6,3,594018066.107,178082136134617
1905,18,3,594018077.147,178082139444314
1906,9,3,594018077.266,178082139480149
1907,16,3,594018066.266,178082136182145
1908,15,3,594018072.005,178082137902839
1909,5,3,594018071.572,178082137773025
1910,17,3,594018074.837,178082138751827
1911,7,3,594018075.328,178082138899045
1912,4,1,81.154,24329210
1913,5,1,78.361,23492028
1914,7,1,69.475,20828194
1915,8,1,74.02,22190584
1916,9,1,72.435,21715565
1917,11,1,81.759,24510657
1918,13,1,82.77,24813714
1919,23,1,78.776,23616550
1920,27,1,80.187,24039516
1921,28,1,72.373,21696849
1922,30,1,70.69,21192389
1923,2,6,94.006,28182350
1924,3,6,83.377,24995719
1925,5,6,79.475,23826130
1926,9,6,82.703,24793741
1927,24,6,73.878,22147997
1928,25,6,81.178,24336580
1929,31,6,92.133,27620705
1930,6,3,594018066.107,178082136134624
1931,18,3,594018077.145,178082139443642
1932,9,3,594018077.265,178082139479668
1933,16,3,594018066.265,178082136182129
1934,15,3,594018072.007,178082137903251
1935,5,3,594018071.575,178082137773774
1936,17,3,594018074.836,178082138751584
1937,7,3,594018075.326,178082138898400
1938,4,1,81.156,24329888
1939,5,1,78.361,23492080
1940,7,1,69.475,20828191
1941,8,1,74.02,22190707
1942,9,1,72.437,21716080
1943,11,1,81.757,24510187
1944,13,1,82.767,24813050
1945,23,1,78.779,23617223
1946,27,1,80.189,24039974
1947,28,1,72.371,21696425
1948,30,1,70.689,21192116
1949,2,6,94.005,28181919
1950,3,6,83.376,24995431
1951,5,6,79.476,23826366
1952,9,6,82.705,24794311
1953,24,6,73.879,22148229
1954,25,6,81.177,24336380
1955,31,6,92.134,27621155
1956,6,3,594018066.107,178082136134661
1957,18,3,594018077.142,178082139442983
1958,9,3,594018077.263,178082139479173
1959,16,3,594018066.265,178082136182138
1960,15,3,594018072.008,178082137903778
1961,5,3,594018071.577,178082137774585
1962,17,3,594018074.836,178082138751362
1963,7,3,594018075.324,178082138897764
1964,4,1,81.158,24330565
1965,5,1,78.361,23492129
1966,7,1,69.476,20828233
1967,8,1,74.021,22190835
1968,9,1,72.439,21716606
1969,11,1,81.756,24509756
1970,13,1,82.765,24812380
1971,23,1,78.781,23617877
1972,27,1,80.19,24040435
1973,28,1,72.37,21696010
1974,30,1,70.688,21191845
1975,2,6,94.003,28181483
1976,3,6,83.375,24995141
1977,5,6,79.477,23826603
1978,9,6,82.707,24794884
1979,24,6,73.879,22148446
1980,25,6,81.177,24336183
1981,31,6,92.136,27621609
1982,6,3,594018066.107,178082136134666
1983,18,3,594018077.14,178082139442307
1984,9,3,594018077.262,178082139478682
1985,16,3,594018066.265,178082136182132
1986,15,3,594018072.01,178082137904162
1987,5,3,594018071.58,178082137775260
1988,17,3,594018074.835,178082138751142
1989,7,3,594018075.322,178082138897114
1990,4,1,81.16,24331236
1991,5,1,78.362,23492186
1992,7,1,69.476,20828232
1993,8,1,74.021,22190958
1994,9,1,72.441,21717122
1995,11,1,81.755,24509429
1996,13,1,82.763,24811730
1997,23,1,78.783,23618532
1998,27,1,80.192,24040898
1999,28,1,72.369,21695585
2000,30,1,70.688,21191584
2001,2,6,94.002,28181046
2002,3,6,83.374,24994853
2003,5,6,79.478,23826852
2004,9,6,82.709,24795458
2005,24,6,73.88,22148678
2006,25,6,81.176,24335990
2007,31,6,92.137,27622064
2008,6,3,594018066.107,178082136134668
2009,18,3,594018077.138,178082139441643
2010,9,3,594018077.26,178082139478202
2011,16,3,594018066.266,178082136182159
2012,15,3,594018072.011,178082137904616
2013,5,3,594018071.582,178082137776029
2014,17,3,594018074.834,178082138750918
2015,7,3,594018075.319,178082138896460
2016,4,1,81.163,24331910
2017,5,1,78.362,23492232
2018,7,1,69.476,20828241
2019,8,1,74.021,22191081
2020,9,1,72.442,21717649
2021,11,1,81.753,24508998
2022,13,1,82.761,24811052
2023,23,1,78.785,23619182
2024,27,1,80.193,24041358
2025,28,1,72.367,21695169
2026,30,1,70.687,21191308
2027,2,6,94.0,28180619
2028,3,6,83.373,24994568
2029,5,6,79.479,23827095
2030,9,6,82.711,24796027
2031,24,6,73.881,22148919
2032,25,6,81.175,24335788
2033,31,6,92.139,27622521
2034,6,3,594018066.107,178082136134663
2035,18,3,594018077.136,178082139440992
2036,9,3,594018077.258,178082139477705
2037,16,3,594018066.265,178082136182098
2038,15,3,594018072.013,178082137905123
2039,5,3,594018071.585,178082137776748
2040,17,3,594018074.833,178082138750706
2041,7,3,594018075.317,178082138895830
2042,4,1,81.165,24332578
2043,5,1,78.362,23492280
2044,7,1,69.475,20828223
2045,8,1,74.022,22191215
2046,9,1,72.444,21718167
2047,11,1,81.752,24508567
2048,13,1,82.759,24810378
2049,23,1,78.787,23619851
2050,27,1,80.195,24041819
2051,28,1,72.366,21694750
2052,30,1,70.686,21191037
2053,2,6,93.999,28180175
2054,3,6,83.372,24994276
2055,5,6,79.479,23827326
2056,9,6,82.713,24796598
2057,24,6,73.882,22149133
2058,25,6,81.175,24335592
2059,31,6,92.14,27622973
2060,6,3,594018066.107,178082136134676
2061,18,3,594018077.134,178082139440336
2062,9,3,594018077.257,178082139477213
2063,16,3,594018066.266,178082136182202
2064,15,3,594018072.014,178082137905629
2065,5,3,594018071.587,178082137777481
2066,17,3,594018074.833,178082138750495
2067,7,3,594018075.315,178082138895195
2068,4,1,81.167,24333258
2069,5,1,78.362,23492325
2070,7,1,69.475,20828212
2071,8,1,74.022,22191331
2072,9,1,72.446,21718689
2073,11,1,81.75,24508136
2074,13,1,82.756,24809709
2075,23,1,78.79,23620513
2076,27,1,80.196,24042278
2077,28,1,72.364,21694327
2078,30,1,70.685,21190775
2079,2,6,93.998,28179745
2080,3,6,83.371,24993986
2081,5,6,79.48,23827562
2082,9,6,82.714,24797164
2083,24,6,73.882,22149365
2084,25,6,81.174,24335384
2085,31,6,92.142,27623429
2086,6,3,594018066.107,178082136134685
2087,18,3,594018077.131,178082139439644
2088,9,3,594018077.255,178082139476718
2089,16,3,594018066.265,178082136182108
2090,15,3,594018072.016,178082137906061
2091,5,3,594018071.59,178082137778245
2092,17,3,594018074.832,178082138750307
2093,7,3,594018075.313,178082138894544
2094,4,1,81.169,24333941
2095,5,1,78.362,23492374
2096,7,1,69.476,20828237
2097,8,1,74.023,22191438
2098,9,1,72.447,21719209
2099,11,1,81.749,24507587
2100,13,1,82.754,24809037
2101,23,1,78.792,23621143
2102,27,1,80.198,24042734
2103,28,1,72.363,21693905
2104,30,1,70.684,21190497
2105,2,6,93.996,28179305
2106,3,6,83.37,24993693
2107,5,6,79.481,23827800
2108,9,6,82.716,24797727
2109,24,6,73.883,22149589
2110,25,6,81.173,24335183
2111,31,6,92.143,27623879
2112,6,3,594018066.107,178082136134693
2113,18,3,594018077.129,178082139438996
2114,9,3,594018077.253,178082139476222
2115,16,3,594018066.265,178082136182082
2116,15,3,594018072.018,178082137906566
2117,5,3,594018071.592,178082137778973
2118,17,3,594018074.831,178082138750029
2119,7,3,594018075.311,178082138893903
2120,4,1,81.171,24334599
2121,5,1,78.362,23492410
2122,7,1,69.475,20828222
2123,8,1,74.023,22191625
2124,9,1,72.449,21719727
2125,11,1,81.747,24507156
2126,13,1,82.752,24808418
2127,23,1,78.794,23621807
2128,27,1,80.199,24043193
2129,28,1,72.362,21693489
2130,30,1,70.683,21190253
2131,2,6,93.995,28178869
2132,3,6,83.369,24993418
2133,5,6,79.482,23828032
2134,9,6,82.718,24798298
2135,24,6,73.884,22149802
2136,25,6,81.173,24334985
2137,31,6,92.145,27624344
2138,6,3,594018066.107,178082136134686
2139,18,3,594018077.127,178082139438321
2140,9,3,594018077.252,178082139475729
2141,16,3,594018066.265,178082136182119
2142,15,3,594018072.019,178082137907025
2143,5,3,594018071.594,178082137779729
2144,17,3,594018074.83,178082138749806
2145,7,3,594018075.309,178082138893242
2146,4,1,81.174,24335285
2147,5,1,78.362,23492473
2148,8,1,74.024,22191739
2149,9,1,72.451,21720247
2150,11,1,81.746,24506724
2151,13,1,82.75,24807694
2152,23,1,78.796,23622464
2153,27,1,80.201,24043627
2154,28,1,72.36,21693066
2155,30,1,70.682,21189993
2156,2,6,93.993,28178451
2157,3,6,83.368,24993143
2158,5,6,79.483,23828270
2159,9,6,82.72,24798873
2160,24,6,73.885,22150042
2161,25,6,81.172,24334781
2162,31,6,92.146,27624783
2163,6,3,594018066.107,178082136134720
2164,18,3,594018077.125,178082139437642
2165,9,3,594018077.25,178082139475226
2166,16,3,594018066.266,178082136182148
2167,15,3,594018072.02,178082137907419
2168,5,3,594018071.597,178082137780460
2169,17,3,594018074.83,178082138749603
2170,7,3,594018075.307,178082138892614
2171,4,1,81.176,24335960
2172,5,1,78.363,23492526
2173,8,1,74.024,22191849
2174,9,1,72.453,21720767
2175,11,1,81.744,24506293
2176,13,1,82.747,24807017
2177,23,1,78.798,23623130
2178,27,1,80.203,24044130
2179,28,1,72.359,21692641
2180,30,1,70.681,21189708
2181,2,6,93.992,28177991
2182,3,6,83.367,24992854
2183,5,6,79.483,23828509
2184,9,6,82.722,24799440
2185,24,6,73.885,22150263
2186,25,6,81.171,24334589
2187,31,6,92.148,27625227
2188,6,3,594018066.107,178082136134719
2189,18,3,594018077.123,178082139436989
2190,9,3,594018077.248,178082139474750
2191,16,3,594018066.265,178082136182102
2192,15,3,594018072.022,178082137907983
2193,5,3,594018071.599,178082137781227
2194,17,3,594018074.829,178082138749374
2195,7,3,594018075.304,178082138891957
2196,4,1,81.178,24336636
2197,5,1,78.363,23492575
2198,8,1,74.025,22191989
2199,9,1,72.454,21721286
2200,11,1,81.743,24505861
2201,13,1,82.745,24806362
2202,23,1,78.8,23623787
2203,27,1,80.204,24044573
2204,28,1,72.357,21692224
2205,30,1,70.68,21189437
2206,2,6,93.99,28177569
2207,3,6,83.366,24992541
2208,5,6,79.484,23828751
2209,9,6,82.724,24800009
2210,24,6,73.886,22150499
2211,25,6,81.171,24334396
2212,31,6,92.149,27625679
2213,6,3,594018066.108,178082136134867
2214,18,3,594018077.12,178082139436332
2215,9,3,594018077.247,178082139474258
2216,16,3,594018066.265,178082136182105
2217,15,3,594018072.024,178082137908437
2218,5,3,594018071.602,178082137781977
2219,17,3,594018074.828,178082138749163
2220,7,3,594018075.302,178082138891320
2221,4,1,81.181,24337308
2222,5,1,78.363,23492623
2223,7,1,69.476,20828242
2224,8,1,74.025,22192090
2225,9,1,72.456,21721809
2226,11,1,81.742,24505489
2227,13,1,82.743,24805675
2228,23,1,78.803,23624447
2229,27,1,80.206,24045037
2230,28,1,72.356,21691805
2231,30,1,70.68,21189188
2232,2,6,93.989,28177130
2233,3,6,83.365,24992253
2234,5,6,79.485,23828989
2235,9,6,82.726,24800581
2236,24,6,73.887,22150733
2237,25,6,81.17,24334187
2238,31,6,92.151,27626135
2239,6,3,594018066.107,178082136134759
2240,18,3,594018077.118,178082139435672
2241,9,3,594018077.245,178082139473763
2242,16,3,594018066.265,178082136182111
2243,15,3,594018072.025,178082137908895
2244,5,3,594018071.604,178082137782727
2245,17,3,594018074.827,178082138748936
2246,7,3,594018075.3,178082138890669
2247,4,1,81.183,24337986
2248,5,1,78.363,23492666
2249,7,1,69.476,20828255
2250,8,1,74.025,22192213
2251,9,1,72.458,21722330
2252,11,1,81.74,24505011
2253,13,1,82.741,24805007
2254,23,1,78.805,23625102
2255,27,1,80.207,24045496
2256,28,1,72.355,21691387
2257,30,1,70.679,21188938
2258,2,6,93.987,28176720
2259,3,6,83.364,24991967
2260,5,6,79.486,23829227
2261,9,6,82.728,24801150
2262,24,6,73.888,22150963
2263,25,6,81.169,24333994
2264,31,6,92.152,27626595
2265,6,3,594018066.107,178082136134740
2266,18,3,594018077.116,178082139435013
2267,9,3,594018077.244,178082139473272
2268,16,3,594018066.265,178082136182061
2269,15,3,594018072.027,178082137909368
2270,5,3,594018071.607,178082137783483
2271,17,3,594018074.827,178082138748698
2272,7,3,594018075.298,178082138890028
2273,4,1,81.185,24338663
2274,5,1,78.363,23492729
2275,7,1,69.476,20828263
2276,8,1,74.026,22192338
2277,9,1,72.46,21722857
2278,11,1,81.739,24504611
2279,13,1,82.738,24804329
2280,23,1,78.807,23625764
2281,27,1,80.209,24045952
2282,28,1,72.353,21690962
2283,30,1,70.678,21188635
2284,2,6,93.986,28176283
2285,3,6,83.363,24991683
2286,5,6,79.487,23829472
2287,9,6,82.73,24801721
2288,24,6,73.888,22151205
2289,25,6,81.169,24333794
2290,31,6,92.154,27627040
2291,6,3,594018066.107,178082136134737
2292,18,3,594018077.114,178082139434325
2293,9,3,594018077.242,178082139472786
2294,16,3,594018066.265,178082136182097
2295,15,3,594018072.028,178082137909841
2296,5,3,594018071.61,178082137784232
2297,17,3,594018074.826,178082138748502
2298,7,3,594018075.296,178082138889386
2299,4,1,81.187,24339344
2300,5,1,78.363,23492765
2301,8,1,74.026,22192469
2302,9,1,72.461,21723375
2303,11,1,81.737,24504132
2304,13,1,82.736,24803662
2305,23,1,78.809,23626416
2306,27,1,80.21,24046415
2307,28,1,72.352,21690543
2308,30,1,70.677,21188373
2309,2,6,93.985,28175850
2310,3,6,83.362,24991391
2311,5,6,79.487,23829710
2312,9,6,82.732,24802292
2313,24,6,73.889,22151429
2314,25,6,81.168,24333596
2315,31,6,92.155,27627493
2316,6,3,594018066.108,178082136134805
2317,18,3,594018077.111,178082139433666
2318,9,3,594018077.24,178082139472291
2319,16,3,594018066.265,178082136182118
2320,15,3,594018072.03,178082137910316
2321,5,3,594018071.612,178082137784980
2322,17,3,594018074.825,178082138748269
2323,7,3,594018075.294,178082138888741
2324,4,1,81.19,24340016
2325,5,1,78.364,23492827
2326,8,1,74.027,22192592
2327,9,1,72.463,21723899
2328,11,1,81.736,24503735
2329,13,1,82.734,24802997
2330,23,1,78.811,23627082
2331,27,1,80.212,24046876
2332,28,1,72.35,21690128
2333,30,1,70.676,21188085
2334,2,6,93.983,28175423
2335,3,6,83.361,24991097
2336,5,6,79.488,23829949
2337,9,6,82.733,24802864
2338,24,6,73.89,22151664
2339,25,6,81.167,24333400
2340,31,6,92.157,27627958
2341,6,3,594018066.108,178082136134810
2342,18,3,594018077.109,178082139433015
2343,9,3,594018077.239,178082139471803
2344,16,3,594018066.265,178082136182103
2345,15,3,594018072.032,178082137910789
2346,5,3,594018071.614,178082137785726
2347,17,3,594018074.824,178082138748050
2348,7,3,594018075.292,178082138888094
2349,4,1,81.192,24340696
2350,5,1,78.364,23492884
2351,7,1,69.476,20828283
2352,8,1,74.027,22192718
2353,9,1,72.465,21724417
2354,11,1,81.734,24503309
2355,13,1,82.732,24802315
2356,23,1,78.814,23627739
2357,27,1,80.213,24047339
2358,28,1,72.349,21689709
2359,30,1,70.675,21187821
2360,2,6,93.982,28174965
2361,3,6,83.36,24990823
2362,5,6,79.489,23830191
2363,9,6,82.735,24803435
2364,24,6,73.891,22151893
2365,25,6,81.167,24333202
2366,31,6,92.158,27628410
2367,6,3,594018066.108,178082136134822
2368,18,3,594018077.107,178082139432365
2369,9,3,594018077.237,178082139471301
2370,16,3,594018066.265,178082136182124
2371,15,3,594018072.034,178082137911353
2372,5,3,594018071.617,178082137786481
2373,17,3,594018074.824,178082138747829
2374,7,3,594018075.29,178082138887488
2375,4,1,81.194,24341369
2376,5,1,78.364,23492924
2377,7,1,69.476,20828280
2378,8,1,74.027,22192859
2379,9,1,72.467,21724945
2380,11,1,81.733,24502862
2381,13,1,82.729,24801616
2382,23,1,78.816,23628402
2383,27,1,80.215,24047807
2384,28,1,72.348,21689290
2385,30,1,70.674,21187535
2386,2,6,93.98,28174520
2387,3,6,83.359,24990530
2388,5,6,79.49,23830430
2389,9,6,82.737,24804007
2390,24,6,73.892,22152117
2391,25,6,81.166,24333002
2392,31,6,92.16,27628861
2393,6,3,594018066.108,178082136134861
2394,18,3,594018077.105,178082139431670
2395,9,3,594018077.235,178082139470825
2396,16,3,594018066.265,178082136182124
2397,15,3,594018072.035,178082137911662
2398,5,3,594018071.619,178082137787224
2399,17,3,594018074.823,178082138747600
2400,7,3,594018075.287,178082138886815
2401,4,1,81.196,24342054
2402,5,1,78.364,23492978
2403,7,1,69.476,20828288
2404,8,1,74.028,22193063
2405,9,1,72.468,21725468
2406,11,1,81.731,24502424
2407,13,1,82.727,24800967
2408,23,1,78.818,23629054
2409,27,1,80.216,24048264
2410,28,1,72.346,21688872
2411,30,1,70.673,21187269
2412,2,6,93.979,28174085
2413,3,6,83.358,24990243
2414,5,6,79.491,23830673
2415,9,6,82.739,24804576
2416,24,6,73.892,22152354
2417,25,6,81.166,24332805
2418,31,6,92.161,27629306
2419,6,3,594018066.107,178082136134764
2420,18,3,594018077.103,178082139431072
2421,9,3,594018077.234,178082139470337
2422,16,3,594018066.265,178082136182123
2423,15,3,594018072.036,178082137912139
2424,5,3,594018071.622,178082137787978
2425,17,3,594018074.822,178082138747390
2426,7,3,594018075.285,178082138886153
2427,4,1,81.199,24342724
2428,5,1,78.364,23493022
2429,7,1,69.476,20828288
2430,8,1,74.028,22193112
2431,9,1,72.47,21725990
2432,11,1,81.73,24501980
2433,13,1,82.725,24800300
2434,23,1,78.82,23629715
2435,27,1,80.218,24048726
2436,28,1,72.345,21688457
2437,30,1,70.672,21187019
2438,2,6,93.977,28173651
2439,3,6,83.358,24989972
2440,5,6,79.491,23830913
2441,9,6,82.741,24805148
2442,24,6,73.893,22152597
2443,25,6,81.165,24332609
2444,31,6,92.163,27629771
2445,6,3,594018066.108,178082136134823
2446,18,3,594018077.1,178082139430373
2447,9,3,594018077.232,178082139469843
2448,16,3,594018066.265,178082136182114
2449,15,3,594018072.038,178082137912707
2450,5,3,594018071.625,178082137788738
2451,17,3,594018074.822,178082138747173
2452,7,3,594018075.283,178082138885537
2453,4,1,81.201,24343403
2454,5,1,78.364,23493066
2455,7,1,69.476,20828292
2456,8,1,74.029,22193229
2457,9,1,72.472,21726514
2458,11,1,81.728,24501579
2459,13,1,82.723,24799619
2460,23,1,78.822,23630375
2461,27,1,80.219,24049190
2462,28,1,72.344,21688036
2463,30,1,70.671,21186753
2464,2,6,93.976,28173217
2465,3,6,83.357,24989659
2466,5,6,79.492,23831154
2467,9,6,82.743,24805723
2468,24,6,73.894,22152839
2469,25,6,81.164,24332406
2470,31,6,92.164,27630209
2471,6,3,594018066.108,178082136134834
2472,18,3,594018077.098,178082139429708
2473,9,3,594018077.23,178082139469357
2474,16,3,594018066.265,178082136182084
2475,15,3,594018072.04,178082137913170
2476,5,3,594018071.627,178082137789480
2477,17,3,594018074.821,178082138746948
2478,7,3,594018075.281,178082138884890
2479,4,1,81.203,24344080
2480,5,1,78.365,23493124
2481,7,1,69.476,20828295
2482,8,1,74.029,22193352
2483,9,1,72.474,21727034
2484,11,1,81.727,24501149
2485,13,1,82.72,24798951
2486,23,1,78.825,23631031
2487,27,1,80.221,24049655
2488,28,1,72.342,21687613
2489,30,1,70.671,21186495
2490,2,6,93.974,28172815
2491,3,6,83.356,24989392
2492,5,6,79.493,23831389
2493,9,6,82.745,24806289
2494,24,6,73.895,22153070
2495,25,6,81.164,24332206
2496,31,6,92.166,27630658
2497,6,3,594018066.108,178082136134851
2498,18,3,594018077.096,178082139429072
2499,9,3,594018077.229,178082139468897
2500,16,3,594018066.265,178082136182070
2501,15,3,594018072.041,178082137913686
2502,5,3,594018071.629,178082137790227
2503,17,3,594018074.82,178082138746737
2504,7,3,594018075.279,178082138884244
2505,4,1,81.205,24344755
2506,5,1,78.365,23493163
2507,7,1,69.476,20828298
2508,8,1,74.029,22193480
2509,9,1,72.475,21727557
2510,11,1,81.726,24500746
2511,13,1,82.718,24798292
2512,23,1,78.827,23631694
2513,27,1,80.223,24050146
2514,28,1,72.341,21687195
2515,30,1,70.67,21186221
2516,2,6,93.973,28172381
2517,3,6,83.355,24989075
2518,5,6,79.494,23831629
2519,9,6,82.747,24806859
2520,24,6,73.895,22153281
2521,25,6,81.163,24332014
2522,31,6,92.167,27631112
2523,6,3,594018066.108,178082136134877
2524,18,3,594018077.094,178082139428408
2525,9,3,594018077.227,178082139468423
2526,16,3,594018066.265,178082136182077
2527,15,3,594018072.043,178082137914124
2528,5,3,594018071.632,178082137790980
2529,17,3,594018074.819,178082138746512
2530,7,3,594018075.277,178082138883590
2531,4,1,81.208,24345440
2532,5,1,78.365,23493220
2533,8,1,74.03,22193604
2534,9,1,72.477,21728068
2535,11,1,81.724,24500314
2536,13,1,82.716,24797615
2537,23,1,78.829,23632350
2538,27,1,80.224,24050578
2539,28,1,72.339,21686781
2540,30,1,70.669,21185931
2541,2,6,93.971,28171922
2542,3,6,83.354,24988777
2543,5,6,79.495,23831873
2544,9,6,82.749,24807430
2545,24,6,73.896,22153504
2546,25,6,81.162,24331815
2547,31,6,92.169,27631562
2548,6,3,594018066.108,178082136134896
2549,18,3,594018077.092,178082139427747
2550,9,3,594018077.226,178082139467898
2551,16,3,594018066.265,178082136182058
2552,15,3,594018072.044,178082137914585
2553,5,3,594018071.635,178082137791735
2554,17,3,594018074.819,178082138746289
2555,7,3,594018075.274,178082138882935
2556,4,1,81.21,24346106
2557,5,1,78.365,23493266
2558,7,1,69.476,20828316
2559,8,1,74.03,22193731
2560,9,1,72.479,21728602
2561,11,1,81.723,24499854
2562,13,1,82.714,24796930
2563,23,1,78.831,23633009
2564,27,1,80.226,24051035
2565,28,1,72.338,21686356
2566,30,1,70.668,21185654
2567,2,6,93.97,28171482
2568,3,6,83.353,24988491
2569,5,6,79.495,23832110
2570,9,6,82.751,24808000
2571,24,6,73.897,22153738
2572,25,6,81.162,24331608
2573,31,6,92.17,27632008
2574,6,3,594018066.108,178082136134971
2575,18,3,594018077.09,178082139427141
2576,9,3,594018077.224,178082139467393
2577,16,3,594018066.265,178082136182075
2578,15,3,594018072.046,178082137915059
2579,5,3,594018071.637,178082137792481
2580,17,3,594018074.818,178082138746068
2581,7,3,594018075.272,178082138882296
2582,4,1,81.212,24346791
2583,5,1,78.365,23493327
2584,7,1,69.476,20828323
2585,8,1,74.031,22193862
2586,9,1,72.481,21729121
2587,11,1,81.721,24499422
2588,13,1,82.711,24796265
2589,23,1,78.833,23633664
2590,27,1,80.227,24051488
2591,28,1,72.337,21685942
2592,30,1,70.667,21185410
2593,2,6,93.969,28171065
2594,3,6,83.352,24988226
2595,5,6,79.496,23832349
2596,9,6,82.752,24808574
2597,24,6,73.898,22153969
2598,25,6,81.161,24331413
2599,31,6,92.172,27632464
2600,6,3,594018066.108,178082136134904
2601,18,3,594018077.087,178082139426478
2602,9,3,594018077.222,178082139466893
2603,16,3,594018066.265,178082136182087
2604,15,3,594018072.047,178082137915538
2605,5,3,594018071.64,178082137793235
2606,17,3,594018074.817,178082138745845
2607,7,3,594018075.27,178082138881653
2608,4,1,81.214,24347457
2609,5,1,78.365,23493376
2610,7,1,69.476,20828331
2611,8,1,74.031,22193991
2612,9,1,72.482,21729645
2613,11,1,81.72,24499021
2614,13,1,82.709,24795599
2615,23,1,78.836,23634323
2616,27,1,80.229,24051954
2617,28,1,72.335,21685521
2618,30,1,70.666,21185131
2619,2,6,93.967,28170644
2620,3,6,83.351,24987931
2621,5,6,79.497,23832588
2622,9,6,82.754,24809145
2623,24,6,73.899,22154218
2624,25,6,81.16,24331210
2625,31,6,92.173,27632915
2626,6,3,594018066.108,178082136134924
2627,18,3,594018077.085,178082139425817
2628,9,3,594018077.221,178082139466406
2629,16,3,594018066.265,178082136182078
2630,15,3,594018072.049,178082137916010
2631,5,3,594018071.642,178082137793987
2632,17,3,594018074.816,178082138745632
2633,7,3,594018075.268,178082138881007
2634,4,1,81.217,24348141
2635,5,1,78.366,23493419
2636,8,1,74.032,22194110
2637,9,1,72.484,21730169
2638,11,1,81.719,24498590
2639,13,1,82.707,24794939
2640,23,1,78.838,23634988
2641,27,1,80.23,24052403
2642,28,1,72.334,21685104
