,seconds of week [s],SV,pr [m],sat x ECEF [m],sat y ECEF [m],sat z ECEF [m]
835,139,2,25318049.793424055,-20000000.0,4000000.0,15000000.0
836,139,3,17029300.462916363,8000000.0,15000000.0,-1000000.0
837,139,4,40078099.06376015,2000000.0,-40000000.0,-1500000.0
838,139,5,22392883.669438634,-1200000.0,-10000000.0,20000000.0
839,139,6,25722399.333760448,800000.0,-25000000.0,6000000.0
840,140,1,30103972.10758403,15000000.0,-25000000.0,-7500000.0
841,140,2,25318060.371615376,-20000000.0,4000000.0,15000000.0
842,140,3,17029310.263714295,8000000.0,15000000.0,-1000000.0
843,140,4,40078090.933521956,2000000.0,-40000000.0,-1500000.0
844,140,5,22392871.146813355,-1200000.0,-10000000.0,20000000.0
845,140,6,25722391.350114763,800000.0,-25000000.0,6000000.0
846,141,1,30103967.904261492,15000000.0,-25000000.0,-7500000.0
847,141,2,25318049.221389987,-20000000.0,4000000.0,15000000.0
848,141,3,17029314.470786616,8000000.0,15000000.0,-1000000.0
849,141,4,40078074.03992235,2000000.0,-40000000.0,-1500000.0
850,141,5,22392873.037180375,-1200000.0,-10000000.0,20000000.0
851,141,6,25722417.201851975,800000.0,-25000000.0,6000000.0
852,142,1,30103967.3054554,15000000.0,-25000000.0,-7500000.0
853,142,2,25318045.971853834,-20000000.0,4000000.0,15000000.0
854,142,3,17029306.25298591,8000000.0,15000000.0,-1000000.0
855,142,4,40078095.76666166,2000000.0,-40000000.0,-1500000.0
856,142,5,22392870.61067425,-1200000.0,-10000000.0,20000000.0
857,142,6,25722416.83891728,800000.0,-25000000.0,6000000.0
858,143,1,30103976.579189405,15000000.0,-25000000.0,-7500000.0
859,143,2,25318060.940191552,-20000000.0,4000000.0,15000000.0
860,143,3,17029308.54375122,8000000.0,15000000.0,-1000000.0
861,143,4,40078080.83544783,2000000.0,-40000000.0,-1500000.0
862,143,5,22392893.834255636,-1200000.0,-10000000.0,20000000.0
863,143,6,25722405.0839725,800000.0,-25000000.0,6000000.0
864,144,1,30103970.136325024,15000000.0,-25000000.0,-7500000.0
865,144,2,25318057.991331764,-20000000.0,4000000.0,15000000.0
866,144,3,17029296.95828745,8000000.0,15000000.0,-1000000.0
867,144,4,40078076.02410419,2000000.0,-40000000.0,-1500000.0
868,144,5,22392880.988572236,-1200000.0,-10000000.0,20000000.0
869,144,6,25722406.439418077,800000.0,-25000000.0,6000000.0
870,145,1,30103985.458970565,15000000.0,-25000000.0,-7500000.0
871,145,2,25318059.937380888,-20000000.0,4000000.0,15000000.0
872,145,3,17029305.059032615,8000000.0,15000000.0,-1000000.0
873,145,4,40078084.9231388,2000000.0,-40000000.0,-1500000.0
874,145,5,22392887.448531996,-1200000.0,-10000000.0,20000000.0
875,145,6,25722393.60006885,800000.0,-25000000.0,6000000.0
876,146,1,30103985.05280963,15000000.0,-25000000.0,-7500000.0
877,146,2,25318052.939895313,-20000000.0,4000000.0,15000000.0
878,146,3,17029304.36211237,8000000.0,15000000.0,-1000000.0
879,146,4,40078063.79878371,2000000.0,-40000000.0,-1500000.0
880,146,5,22392881.67799622,-1200000.0,-10000000.0,20000000.0
881,146,6,25722417.502840996,800000.0,-25000000.0,6000000.0
882,147,1,30103971.838688795,15000000.0,-25000000.0,-7500000.0
883,147,2,25318039.715374395,-20000000.0,4000000.0,15000000.0
884,147,3,17029293.15862072,8000000.0,15000000.0,-1000000.0
885,147,4,40078078.62453508,2000000.0,-40000000.0,-1500000.0
886,147,5,22392869.42459795,-1200000.0,-10000000.0,20000000.0
887,147,6,25722409.822074372,800000.0,-25000000.0,6000000.0
888,148,1,30103986.315649576,15000000.0,-25000000.0,-7500000.0
889,148,2,25318053.01649349,-20000000.0,4000000.0,15000000.0
890,148,3,17029288.66280743,8000000.0,15000000.0,-1000000.0
891,148,4,40078093.78741653,2000000.0,-40000000.0,-1500000.0
892,148,5,22392889.334012393,-1200000.0,-10000000.0,20000000.0
893,148,6,25722412.508364737,800000.0,-25000000.0,6000000.0
894,149,1,30103980.112393804,15000000.0,-25000000.0,-7500000.0
895,149,2,25318037.912759487,-20000000.0,4000000.0,15000000.0
896,149,3,17029299.191841178,8000000.0,15000000.0,-1000000.0
897,149,4,40078079.701522715,2000000.0,-40000000.0,-1500000.0
898,149,5,22392870.865394853,-1200000.0,-10000000.0,20000000.0
899,149,6,25722401.296601202,800000.0,-25000000.0,6000000.0
900,150,1,30103974.505175855,15000000.0,-25000000.0,-7500000.0
901,150,2,25318038.691996194,-20000000.0,4000000.0,15000000.0
902,150,3,17029297.030371122,8000000.0,15000000.0,-1000000.0
903,150,4,40078097.514660224,2000000.0,-40000000.0,-1500000.0
904,150,5,22392880.926392443,-1200000.0,-10000000.0,20000000.0
905,150,6,25722411.837629654,800000.0,-25000000.0,6000000.0
906,151,1,30103978.99997708,15000000.0,-25000000.0,-7500000.0
907,151,2,25318042.346583035,-20000000.0,4000000.0,15000000.0
908,151,3,17029289.056773085,8000000.0,15000000.0,-1000000.0
909,151,4,40078099.86206828,2000000.0,-40000000.0,-1500000.0
910,151,5,22392888.495000817,-1200000.0,-10000000.0,20000000.0
911,151,6,25722414.88010028,800000.0,-25000000.0,6000000.0
912,152,1,30103972.82441317,15000000.0,-25000000.0,-7500000.0
913,152,2,25318054.35255259,-20000000.0,4000000.0,15000000.0
914,152,3,17029287.190710943,8000000.0,15000000.0,-1000000.0
915,152,4,40078103.3241326,2000000.0,-40000000.0,-1500000.0
916,152,5,22392885.66656734,-1200000.0,-10000000.0,20000000.0
917,152,6,25722424.00162253,800000.0,-25000000.0,6000000.0
918,153,1,30103980.4884502,15000000.0,-25000000.0,-7500000.0
919,153,2,25318047.459288534,-20000000.0,4000000.0,15000000.0
920,153,3,17029296.18430037,8000000.0,15000000.0,-1000000.0
921,153,4,40078091.65164992,2000000.0,-40000000.0,-1500000.0
922,153,5,22392893.178872693,-1200000.0,-10000000.0,20000000.0
923,153,6,25722400.12015353,800000.0,-25000000.0,6000000.0
924,154,1,30103975.912854034,15000000.0,-25000000.0,-7500000.0
925,154,2,25318042.697250936,-20000000.0,4000000.0,15000000.0
926,154,3,17029275.369300663,8000000.0,15000000.0,-1000000.0
927,154,4,40078116.92894533,2000000.0,-40000000.0,-1500000.0
928,154,5,22392883.661295023,-1200000.0,-10000000.0,20000000.0
929,154,6,25722413.472658742,800000.0,-25000000.0,6000000.0
930,155,1,30103980.27540623,15000000.0,-25000000.0,-7500000.0
931,155,2,25318058.7181038,-20000000.0,4000000.0,15000000.0
932,155,3,17029292.322955687,8000000.0,15000000.0,-1000000.0
933,155,4,40078087.79030417,2000000.0,-40000000.0,-1500000.0
934,155,5,22392897.31579404,-1200000.0,-10000000.0,20000000.0
935,155,6,25722424.073606126,800000.0,-25000000.0,6000000.0
936,156,1,30103983.27680971,15000000.0,-25000000.0,-7500000.0
937,156,2,25318050.87497792,-20000000.0,4000000.0,15000000.0
938,156,3,17029290.59367402,8000000.0,15000000.0,-1000000.0
939,156,4,40078110.45402821,2000000.0,-40000000.0,-1500000.0
940,156,5,22392893.5751992,-1200000.0,-10000000.0,20000000.0
941,156,6,25722414.67228529,800000.0,-25000000.0,6000000.0
942,157,1,30103987.328694567,15000000.0,-25000000.0,-7500000.0
943,157,2,25318040.56210646,-20000000.0,4000000.0,15000000.0
944,157,3,17029290.744923614,8000000.0,15000000.0,-1000000.0
945,157,4,40078097.8129056,2000000.0,-40000000.0,-1500000.0
946,157,5,22392897.733452894,-1200000.0,-10000000.0,20000000.0
947,157,6,25722419.6599023,800000.0,-25000000.0,6000000.0
948,158,1,30103992.68903639,15000000.0,-25000000.0,-7500000.0
949,158,2,25318033.823824927,-20000000.0,4000000.0,15000000.0
950,158,3,17029279.184063476,8000000.0,15000000.0,-1000000.0
951,158,4,40078097.33053189,2000000.0,-40000000.0,-1500000.0
952,158,5,22392904.556202035,-1200000.0,-10000000.0,20000000.0
953,158,6,25722402.2733308,800000.0,-25000000.0,6000000.0
954,159,1,30103989.933611665,15000000.0,-25000000.0,-7500000.0
955,159,2,25318057.51669357,-20000000.0,4000000.0,15000000.0
956,159,3,17029290.526646923,8000000.0,15000000.0,-1000000.0
957,159,4,40078107.22450178,2000000.0,-40000000.0,-1500000.0
958,159,5,22392895.991440196,-1200000.0,-10000000.0,20000000.0
959,159,6,25722425.665660627,800000.0,-25000000.0,6000000.0
960,160,1,30103990.694189277,15000000.0,-25000000.0,-7500000.0
961,160,2,25318047.105753887,-20000000.0,4000000.0,15000000.0
962,160,3,17029286.92697661,8000000.0,15000000.0,-1000000.0
963,160,4,40078108.252796024,2000000.0,-40000000.0,-1500000.0
964,160,5,22392895.848346766,-1200000.0,-10000000.0,20000000.0
965,160,6,25722415.07958262,800000.0,-25000000.0,6000000.0
966,161,1,30103981.267060038,15000000.0,-25000000.0,-7500000.0
967,161,2,25318042.451753445,-20000000.0,4000000.0,15000000.0
968,161,3,17029288.940709993,8000000.0,15000000.0,-1000000.0
969,161,4,40078091.262709394,2000000.0,-40000000.0,-1500000.0
970,161,5,22392880.830601614,-1200000.0,-10000000.0,20000000.0
971,161,6,25722414.1028509,800000.0,-25000000.0,6000000.0
972,162,1,30103993.671684664,15000000.0,-25000000.0,-7500000.0
973,162,2,25318055.11155712,-20000000.0,4000000.0,15000000.0
974,162,3,17029284.041993942,8000000.0,15000000.0,-1000000.0
975,162,4,40078109.42104979,2000000.0,-40000000.0,-1500000.0
976,162,5,22392883.54052692,-1200000.0,-10000000.0,20000000.0
977,162,6,25722425.634804063,800000.0,-25000000.0,6000000.0
978,163,1,30103997.192463055,15000000.0,-25000000.0,-7500000.0
979,163,2,25318052.915216915,-20000000.0,4000000.0,15000000.0
980,163,3,17029288.093547184,8000000.0,15000000.0,-1000000.0
981,163,4,40078103.48121674,2000000.0,-40000000.0,-1500000.0
982,163,5,22392886.37126398,-1200000.0,-10000000.0,20000000.0
983,163,6,25722428.054804936,800000.0,-25000000.0,6000000.0
984,164,1,30103999.95958188,15000000.0,-25000000.0,-7500000.0
985,164,2,25318058.205819894,-20000000.0,4000000.0,15000000.0
986,164,3,17029282.394032996,8000000.0,15000000.0,-1000000.0
987,164,4,40078121.26254629,2000000.0,-40000000.0,-1500000.0
988,164,5,22392886.869508047,-1200000.0,-10000000.0,20000000.0
989,164,6,25722412.15545227,800000.0,-25000000.0,6000000.0
990,165,1,30103979.45082558,15000000.0,-25000000.0,-7500000.0
991,165,2,25318045.101741217,-20000000.0,4000000.0,15000000.0
992,165,3,17029276.601065617,8000000.0,15000000.0,-1000000.0
993,165,4,40078121.89171633,2000000.0,-40000000.0,-1500000.0
994,165,5,22392883.23443523,-1200000.0,-10000000.0,20000000.0
995,165,6,25722418.608013775,800000.0,-25000000.0,6000000.0
996,166,1,30103991.587869424,15000000.0,-25000000.0,-7500000.0
997,166,2,25318045.132068954,-20000000.0,4000000.0,15000000.0
998,166,3,17029284.5893493,8000000.0,15000000.0,-1000000.0
999,166,4,40078107.34842594,2000000.0,-40000000.0,-1500000.0
1000,166,5,22392880.85769099,-1200000.0,-10000000.0,20000000.0
1001,166,6,25722425.39145877,800000.0,-25000000.0,6000000.0
1002,167,1,30103990.23519883,15000000.0,-25000000.0,-7500000.0
1003,167,2,25318046.9601938,-20000000.0,4000000.0,15000000.0
1004,167,3,17029284.703855243,8000000.0,15000000.0,-1000000.0
1005,167,4,40078113.64958021,2000000.0,-40000000.0,-1500000.0
1006,167,5,22392891.545936488,-1200000.0,-10000000.0,20000000.0
1007,167,6,25722432.505487613,800000.0,-25000000.0,6000000.0
1008,168,1,30104012.019619115,15000000.0,-25000000.0,-7500000.0
1009,168,2,25318046.606026303,-20000000.0,4000000.0,15000000.0
1010,168,3,17029266.175863806,8000000.0,15000000.0,-1000000.0
1011,168,4,40078104.51180301,2000000.0,-40000000.0,-1500000.0
1012,168,5,22392880.93283953,-1200000.0,-10000000.0,20000000.0
1013,168,6,25722416.553176794,800000.0,-25000000.0,6000000.0
1014,169,1,30103988.385818485,15000000.0,-25000000.0,-7500000.0
1015,169,2,25318037.691387154,-20000000.0,4000000.0,15000000.0
1016,169,3,17029271.915834,8000000.0,15000000.0,-1000000.0
1017,169,4,40078106.04208989,2000000.0,-40000000.0,-1500000.0
1018,169,5,22392877.006093167,-1200000.0,-10000000.0,20000000.0
1019,169,6,25722414.551035937,800000.0,-25000000.0,6000000.0
1020,170,1,30103994.704635974,15000000.0,-25000000.0,-7500000.0
1021,170,2,25318043.279947776,-20000000.0,4000000.0,15000000.0
1022,170,3,17029283.298613653,8000000.0,15000000.0,-1000000.0
1023,170,4,40078111.50124491,2000000.0,-40000000.0,-1500000.0
1024,170,5,22392898.5435119,-1200000.0,-10000000.0,20000000.0
1025,170,6,25722434.26416011,800000.0,-25000000.0,6000000.0
1026,171,1,30104006.364640176,15000000.0,-25000000.0,-7500000.0
1027,171,2,25318051.25788471,-20000000.0,4000000.0,15000000.0
1028,171,3,17029270.484623156,8000000.0,15000000.0,-1000000.0
1029,171,4,40078110.489038475,2000000.0,-40000000.0,-1500000.0
1030,171,5,22392891.118330356,-1200000.0,-10000000.0,20000000.0
1031,171,6,25722436.19445466,800000.0,-25000000.0,6000000.0
1032,172,1,30103989.37642515,15000000.0,-25000000.0,-7500000.0
1033,172,2,25318048.750133198,-20000000.0,4000000.0,15000000.0
1034,172,3,17029268.056000043,8000000.0,15000000.0,-1000000.0
1035,172,4,40078106.945574865,2000000.0,-40000000.0,-1500000.0
1036,172,5,22392891.9607659,-1200000.0,-10000000.0,20000000.0
1037,172,6,25722426.166110218,800000.0,-25000000.0,6000000.0
1038,173,1,30104009.93602447,15000000.0,-25000000.0,-7500000.0
1039,173,2,25318049.829278555,-20000000.0,4000000.0,15000000.0
1040,173,3,17029274.704794176,8000000.0,15000000.0,-1000000.0
1041,173,4,40078120.43233083,2000000.0,-40000000.0,-1500000.0
1042,173,5,22392892.18545015,-1200000.0,-10000000.0,20000000.0
1043,173,6,25722421.419085976,800000.0,-25000000.0,6000000.0
1044,174,1,30104005.81080922,15000000.0,-25000000.0,-7500000.0
1045,174,2,25318048.032426655,-20000000.0,4000000.0,15000000.0
1046,174,3,17029272.86242287,8000000.0,15000000.0,-1000000.0
1047,174,4,40078098.66932794,2000000.0,-40000000.0,-1500000.0
1048,174,5,22392896.10823438,-1200000.0,-10000000.0,20000000.0
1049,174,6,25722416.25942789,800000.0,-25000000.0,6000000.0
1050,175,1,30104014.347834036,15000000.0,-25000000.0,-7500000.0
1051,175,2,25318048.005230326,-20000000.0,4000000.0,15000000.0
1052,175,3,17029264.48116372,8000000.0,15000000.0,-1000000.0
1053,175,4,40078122.6396667,2000000.0,-40000000.0,-1500000.0
1054,175,5,22392886.382642493,-1200000.0,-10000000.0,20000000.0
1055,175,6,25722419.889795024,800000.0,-25000000.0,6000000.0
1056,176,1,30103999.90526048,15000000.0,-25000000.0,-7500000.0
1057,176,2,25318052.57823921,-20000000.0,4000000.0,15000000.0
1058,176,3,17029274.62852686,8000000.0,15000000.0,-1000000.0
1059,176,4,40078125.8021914,2000000.0,-40000000.0,-1500000.0
1060,176,5,22392890.16216046,-1200000.0,-10000000.0,20000000.0
1061,176,6,25722434.003245145,800000.0,-25000000.0,6000000.0
1062,177,1,30104011.35380037,15000000.0,-25000000.0,-7500000.0
1063,177,2,25318042.805111818,-20000000.0,4000000.0,15000000.0
1064,177,3,17029259.72448387,8000000.0,15000000.0,-1000000.0
1065,177,4,40078121.705115564,2000000.0,-40000000.0,-1500000.0
1066,177,5,22392903.36691869,-1200000.0,-10000000.0,20000000.0
1067,177,6,25722441.730908025,800000.0,-25000000.0,6000000.0
1068,178,1,30104002.574248847,15000000.0,-25000000.0,-7500000.0
1069,178,2,25318042.61298798,-20000000.0,4000000.0,15000000.0
1070,178,3,17029261.543882105,8000000.0,15000000.0,-1000000.0
1071,178,4,40078113.91515816,2000000.0,-40000000.0,-1500000.0
1072,178,5,22392888.71823358,-1200000.0,-10000000.0,20000000.0
1073,178,6,25722430.95364168,800000.0,-25000000.0,6000000.0
1074,179,1,30103995.616443317,15000000.0,-25000000.0,-7500000.0
1075,179,2,25318038.945673145,-20000000.0,4000000.0,15000000.0
1076,179,3,17029272.924767233,8000000.0,15000000.0,-1000000.0
1077,179,4,40078131.50100784,2000000.0,-40000000.0,-1500000.0
1078,179,5,22392911.697436295,-1200000.0,-10000000.0,20000000.0
1079,179,6,25722431.62866572,800000.0,-25000000.0,6000000.0
1080,180,1,30103999.646574564,15000000.0,-25000000.0,-7500000.0
1081,180,2,25318043.71716024,-20000000.0,4000000.0,15000000.0
1082,180,3,17029261.75896892,8000000.0,15000000.0,-1000000.0
1083,180,4,40078119.77475701,2000000.0,-40000000.0,-1500000.0
1084,180,5,22392904.51360805,-1200000.0,-10000000.0,20000000.0
1085,180,6,25722447.61838773,800000.0,-25000000.0,6000000.0
1086,181,1,30103996.88500487,15000000.0,-25000000.0,-7500000.0
1087,181,2,25318040.654287387,-20000000.0,4000000.0,15000000.0
1088,181,3,17029278.281689025,8000000.0,15000000.0,-1000000.0
1089,181,4,40078123.15154055,2000000.0,-40000000.0,-1500000.0
1090,181,5,22392894.040720217,-1200000.0,-10000000.0,20000000.0
1091,181,6,25722444.90632898,800000.0,-25000000.0,6000000.0
1092,182,1,30104001.94688661,15000000.0,-25000000.0,-7500000.0
1093,182,2,25318039.83766863,-20000000.0,4000000.0,15000000.0
1094,182,3,17029261.629604563,8000000.0,15000000.0,-1000000.0
1095,182,4,40078114.746109955,2000000.0,-40000000.0,-1500000.0
1096,182,5,22392888.950569734,-1200000.0,-10000000.0,20000000.0
1097,182,6,25722435.49112307,800000.0,-25000000.0,6000000.0
1098,183,1,30104018.30736493,15000000.0,-25000000.0,-7500000.0
1099,183,2,25318042.83928549,-20000000.0,4000000.0,15000000.0
1100,183,3,17029266.759491313,8000000.0,15000000.0,-1000000.0
1101,183,4,40078132.938861474,2000000.0,-40000000.0,-1500000.0
1102,183,5,22392889.77103943,-1200000.0,-10000000.0,20000000.0
1103,183,6,25722425.539694447,800000.0,-25000000.0,6000000.0
1104,184,1,30104002.38690816,15000000.0,-25000000.0,-7500000.0
1105,184,2,25318029.27756127,-20000000.0,4000000.0,15000000.0
1106,184,3,17029265.10882189,8000000.0,15000000.0,-1000000.0
1107,184,4,40078137.153655626,2000000.0,-40000000.0,-1500000.0
1108,184,5,22392903.388448033,-1200000.0,-10000000.0,20000000.0
1109,184,6,25722435.450148318,800000.0,-25000000.0,6000000.0
1110,185,1,30103995.507019203,15000000.0,-25000000.0,-7500000.0
1111,185,2,25318039.160601933,-20000000.0,4000000.0,15000000.0
1112,185,3,17029262.659393553,8000000.0,15000000.0,-1000000.0
1113,185,4,40078130.56843747,2000000.0,-40000000.0,-1500000.0
1114,185,5,22392894.976354953,-1200000.0,-10000000.0,20000000.0
1115,185,6,25722445.266641825,800000.0,-25000000.0,6000000.0
1116,186,1,30104007.720928043,15000000.0,-25000000.0,-7500000.0
1117,186,2,25318038.014876712,-20000000.0,4000000.0,15000000.0
1118,186,3,17029259.921317514,8000000.0,15000000.0,-1000000.0
1119,186,4,40078124.015468344,2000000.0,-40000000.0,-1500000.0
1120,186,5,22392902.089562763,-1200000.0,-10000000.0,20000000.0
1121,186,6,25722449.538096808,800000.0,-25000000.0,6000000.0
1122,187,1,30104004.097268086,15000000.0,-25000000.0,-7500000.0
1123,187,2,25318033.12687699,-20000000.0,4000000.0,15000000.0
1124,187,3,17029275.116615273,8000000.0,15000000.0,-1000000.0
1125,187,4,40078126.41211933,2000000.0,-40000000.0,-1500000.0
1126,187,5,22392904.297794282,-1200000.0,-10000000.0,20000000.0
1127,187,6,25722439.031737678,800000.0,-25000000.0,6000000.0
1128,188,1,30104000.53551307,15000000.0,-25000000.0,-7500000.0
1129,188,2,25318040.727564204,-20000000.0,4000000.0,15000000.0
1130,188,3,17029256.149139293,8000000.0,15000000.0,-1000000.0
1131,188,4,40078132.47230998,2000000.0,-40000000.0,-1500000.0
1132,188,5,22392900.11609224,-1200000.0,-10000000.0,20000000.0
1133,188,6,25722439.46540568,800000.0,-25000000.0,6000000.0
1134,189,1,30104012.33361655,15000000.0,-25000000.0,-7500000.0
1135,189,2,25318045.5266157,-20000000.0,4000000.0,15000000.0
1136,189,3,17029260.00818953,8000000.0,15000000.0,-1000000.0
1137,189,4,40078133.10805113,2000000.0,-40000000.0,-1500000.0
1138,189,5,22392903.697534215,-1200000.0,-10000000.0,20000000.0
1139,189,6,25722449.279439025,800000.0,-25000000.0,6000000.0
1140,190,1,30104016.64827281,15000000.0,-25000000.0,-7500000.0
1141,190,2,25318046.674997363,-20000000.0,4000000.0,15000000.0
1142,190,3,17029267.092087794,8000000.0,15000000.0,-1000000.0
1143,190,4,40078124.60525699,2000000.0,-40000000.0,-1500000.0
1144,190,5,22392893.99682791,-1200000.0,-10000000.0,20000000.0
1145,190,6,25722454.40090648,800000.0,-25000000.0,6000000.0
1146,191,1,30104006.716326695,15000000.0,-25000000.0,-7500000.0
1147,191,2,25318036.13233108,-20000000.0,4000000.0,15000000.0
1148,191,3,17029265.90070552,8000000.0,15000000.0,-1000000.0
1149,191,4,40078138.94064904,2000000.0,-40000000.0,-1500000.0
1150,191,5,22392891.28401975,-1200000.0,-10000000.0,20000000.0
1151,191,6,25722464.88353555,800000.0,-25000000.0,6000000.0
1152,192,1,30104012.719413802,15000000.0,-25000000.0,-7500000.0
1153,192,2,25318043.65038967,-20000000.0,4000000.0,15000000.0
1154,192,3,17029259.95677852,8000000.0,15000000.0,-1000000.0
1155,192,4,40078128.8684375,2000000.0,-40000000.0,-1500000.0
1156,192,5,22392899.50278634,-1200000.0,-10000000.0,20000000.0
1157,192,6,25722432.29312881,800000.0,-25000000.0,6000000.0
1158,193,1,30104007.568476334,15000000.0,-25000000.0,-7500000.0
1159,193,2,25318032.658426996,-20000000.0,4000000.0,15000000.0
1160,193,3,17029278.59997721,8000000.0,15000000.0,-1000000.0
1161,193,4,40078128.94515198,2000000.0,-40000000.0,-1500000.0
1162,193,5,22392902.513229072,-1200000.0,-10000000.0,20000000.0
1163,193,6,25722442.331105575,800000.0,-25000000.0,6000000.0
1164,194,1,30104015.057286873,15000000.0,-25000000.0,-7500000.0
1165,194,2,25318049.282581203,-20000000.0,4000000.0,15000000.0
1166,194,3,17029241.486725207,8000000.0,15000000.0,-1000000.0
1167,194,4,40078141.12955894,2000000.0,-40000000.0,-1500000.0
1168,194,5,22392917.335838318,-1200000.0,-10000000.0,20000000.0
1169,194,6,25722451.08649436,800000.0,-25000000.0,6000000.0
1170,195,1,30104039.57129867,15000000.0,-25000000.0,-7500000.0
1171,195,2,25318038.31993507,-20000000.0,4000000.0,15000000.0
1172,195,3,17029262.392946154,8000000.0,15000000.0,-1000000.0
1173,195,4,40078115.90203303,2000000.0,-40000000.0,-1500000.0
1174,195,5,22392881.513079647,-1200000.0,-10000000.0,20000000.0
1175,195,6,25722463.269076455,800000.0,-25000000.0,6000000.0
1176,196,1,30104024.67100475,15000000.0,-25000000.0,-7500000.0
1177,196,2,25318053.947226353,-20000000.0,4000000.0,15000000.0
1178,196,3,17029232.517598253,8000000.0,15000000.0,-1000000.0
1179,196,4,40078153.58201673,2000000.0,-40000000.0,-1500000.0
1180,196,5,22392895.780844983,-1200000.0,-10000000.0,20000000.0
1181,196,6,25722467.354064927,800000.0,-25000000.0,6000000.0
1182,197,1,30104008.101528313,15000000.0,-25000000.0,-7500000.0
1183,197,2,25318043.588126004,-20000000.0,4000000.0,15000000.0
1184,197,3,17029258.5600054,8000000.0,15000000.0,-1000000.0
1185,197,4,40078147.2526094,2000000.0,-40000000.0,-1500000.0
1186,197,5,22392912.220695395,-1200000.0,-10000000.0,20000000.0
1187,197,6,25722471.23359993,800000.0,-25000000.0,6000000.0
1188,198,1,30104017.562773753,15000000.0,-25000000.0,-7500000.0
1189,198,2,25318039.219882894,-20000000.0,4000000.0,15000000.0
1190,198,3,17029253.165444884,8000000.0,15000000.0,-1000000.0
1191,198,4,40078144.96599998,2000000.0,-40000000.0,-1500000.0
1192,198,5,22392890.050282255,-1200000.0,-10000000.0,20000000.0
1193,198,6,25722447.87313802,800000.0,-25000000.0,6000000.0
1194,199,1,30104008.73967644,15000000.0,-25000000.0,-7500000.0
1195,199,2,25318042.33702599,-20000000.0,4000000.0,15000000.0
1196,199,3,17029256.453887593,8000000.0,15000000.0,-1000000.0
1197,199,4,40078150.10080076,2000000.0,-40000000.0,-1500000.0
1198,199,5,22392909.531255085,-1200000.0,-10000000.0,20000000.0
1199,199,6,25722458.899676967,800000.0,-25000000.0,6000000.0
1200,200,1,30104011.361421835,15000000.0,-25000000.0,-7500000.0
1201,200,2,25318042.465510495,-20000000.0,4000000.0,15000000.0
1202,200,3,17029258.435831975,8000000.0,15000000.0,-1000000.0
1203,200,4,40078130.96506694,2000000.0,-40000000.0,-1500000.0
1204,200,5,22392905.990883574,-1200000.0,-10000000.0,20000000.0
1205,200,6,25722459.017204646,800000.0,-25000000.0,6000000.0
1206,201,1,30104020.268972915,15000000.0,-25000000.0,-7500000.0
1207,201,2,25318028.34961929,-20000000.0,4000000.0,15000000.0
1208,201,3,17029269.05033421,8000000.0,15000000.0,-1000000.0
1209,201,4,40078136.25362867,2000000.0,-40000000.0,-1500000.0
1210,201,5,22392899.54744212,-1200000.0,-10000000.0,20000000.0
1211,201,6,25722465.76414714,800000.0,-25000000.0,6000000.0
1212,202,1,30104007.479611773,15000000.0,-25000000.0,-7500000.0
1213,202,2,25318045.853843328,-20000000.0,4000000.0,15000000.0
1214,202,3,17029240.730354186,8000000.0,15000000.0,-1000000.0
1215,202,4,40078151.026080795,2000000.0,-40000000.0,-1500000.0
1216,202,5,22392904.923377734,-1200000.0,-10000000.0,20000000.0
1217,202,6,25722453.757222094,800000.0,-25000000.0,6000000.0
1218,203,1,30104025.565403443,15000000.0,-25000000.0,-7500000.0
1219,203,2,25318046.986089148,-20000000.0,4000000.0,15000000.0
1220,203,3,17029252.662310563,8000000.0,15000000.0,-1000000.0
1221,203,4,40078136.20680807,2000000.0,-40000000.0,-1500000.0
1222,203,5,22392908.765643716,-1200000.0,-10000000.0,20000000.0
1223,203,6,25722481.776162576,800000.0,-25000000.0,6000000.0
1224,204,1,30104029.319426212,15000000.0,-25000000.0,-7500000.0
1225,204,2,25318035.65744969,-20000000.0,4000000.0,15000000.0
1226,204,3,17029253.892586116,8000000.0,15000000.0,-1000000.0
1227,204,4,40078143.77497193,2000000.0,-40000000.0,-1500000.0
1228,204,5,22392907.55174718,-1200000.0,-10000000.0,20000000.0
1229,204,6,25722449.28993266,800000.0,-25000000.0,6000000.0
1230,205,1,30104025.385184914,15000000.0,-25000000.0,-7500000.0
1231,205,2,25318043.682938773,-20000000.0,4000000.0,15000000.0
1232,205,3,17029235.832401857,8000000.0,15000000.0,-1000000.0
1233,205,4,40078134.76044546,2000000.0,-40000000.0,-1500000.0
1234,205,5,22392903.34963753,-1200000.0,-10000000.0,20000000.0
1235,205,6,25722457.565327816,800000.0,-25000000.0,6000000.0
1236,206,1,30104025.42683243,15000000.0,-25000000.0,-7500000.0
1237,206,2,25318045.28554537,-20000000.0,4000000.0,15000000.0
1238,206,3,17029251.567880142,8000000.0,15000000.0,-1000000.0
1239,206,4,40078146.316304855,2000000.0,-40000000.0,-1500000.0
1240,206,5,22392913.72026654,-1200000.0,-10000000.0,20000000.0
1241,206,6,25722460.490024436,800000.0,-25000000.0,6000000.0
1242,207,1,30104020.609323304,15000000.0,-25000000.0,-7500000.0
1243,207,2,25318049.858776093,-20000000.0,4000000.0,15000000.0
1244,207,3,17029263.384324122,8000000.0,15000000.0,-1000000.0
1245,207,4,40078153.06312637,2000000.0,-40000000.0,-1500000.0
